N	F0	m	d_ms	d0	v0	prob	collision	Int_dv1	Int_dv2	Int_dv3	Int_dv4	Int_dv5	Int_dv6	Int_dv7	Int_dd2	Int_dd3	Int_dd4	Int_dd5	Int_dd6	Int_dd7	duration	freq	ampl	attack	Fresponse
8	800	1000	1	5	59	0.01	0	98.275825	49.467120	26.892163	45.112257	12.957274	13.189796	12.377540	413.474584	221.740945	176.233955	293.419979	12.738180	12.066556	2.301688	2.855739	4.221183	1	-9297
8	800	1000	1	9	73	0.01	0	78.281061	128.320505	55.581277	63.415663	9.482874	7.817855	7.242720	357.758073	551.607578	84.062424	421.000069	29.485658	11.015592	3.482012	1.917335	0.690344	1	-8180
8	800	1000	1	9	89	0.01	0	58.152609	92.086103	75.755372	57.900789	29.704957	17.172525	12.008757	239.348928	120.130275	195.376642	207.419330	95.246136	46.234714	2.386477	0.230454	0.798837	1	-6559
8	800	1000	1	9	86	0.01	0	55.577157	95.740854	53.601084	43.638483	21.604367	32.984662	10.006507	275.214447	299.945277	104.843816	173.099536	95.965054	175.815728	0.657488	2.596512	2.837138	1	-8953
8	800	1000	1	9	83	0.01	0	65.587580	104.739907	62.263570	28.904643	18.264179	12.829565	9.265718	277.029004	307.263669	249.644793	88.155039	43.629826	32.276657	0.293954	0.837590	2.751854	1	-7392
8	800	1000	1	5	57	0.01	0	61.302281	75.842287	41.214093	37.512118	14.656061	12.044283	10.169144	106.999527	276.088927	63.711305	184.588680	28.001673	31.822311	1.450053	2.331355	3.742439	1	-5907
8	800	1000	1	7	75	0.01	0	48.139356	74.836708	56.207014	40.426281	32.544628	29.128739	24.878227	187.440076	130.233196	141.071116	76.425127	39.135427	56.790204	0.298141	2.005307	4.972259	1	-6059
8	800	1000	1	7	99	0.01	0	28.519456	47.676069	39.347344	35.949143	28.514003	21.635816	15.923985	132.583060	138.198304	81.557499	70.561107	53.926259	40.718048	2.660884	1.820069	0.564959	1	-3994
8	800	1000	1	7	71	0.01	0	51.464162	74.241570	56.330874	44.111934	27.788357	21.850346	16.536848	202.418694	145.869155	98.308361	175.914348	68.340197	60.872904	2.032514	2.743693	4.799219	1	-5849
8	800	1000	1	8	83	0.01	0	61.095281	91.077377	31.469251	35.218027	14.909953	14.226862	13.192489	206.815250	442.628330	24.546526	146.538558	11.834961	17.363494	3.077953	1.150893	4.468108	1	-9934
8	800	1000	1	8	71	0.01	0	57.159197	92.011621	36.382040	38.826556	10.700043	7.986395	5.478250	208.608338	386.040992	25.909144	232.181771	24.657539	23.688111	3.858257	0.245058	2.261574	1	-9805
8	800	1000	1	7	77	0.01	0	95.754056	163.111470	81.418856	45.979101	21.690271	12.820106	9.663733	501.925370	593.726355	281.008017	231.826934	88.287028	46.668442	2.974770	2.947783	1.981689	1	-6964
8	800	1000	1	5	82	0.01	0	97.764181	172.326805	120.976061	72.251398	20.907890	12.570270	10.610534	581.924156	396.465685	418.457125	486.057574	95.146461	22.279055	2.754048	2.801663	2.225043	1	-6476
8	800	1000	1	8	61	0.01	0	50.225879	76.662601	26.749830	33.983924	30.026290	35.933676	18.635231	182.940024	381.431256	62.882682	137.564968	41.729357	134.566081	0.551314	2.546153	3.879772	1	-7529
8	800	1000	1	6	62	0.01	0	69.367829	110.263263	43.306803	63.522252	13.706574	13.800350	13.052257	302.440611	521.424357	164.312709	412.081517	12.980770	17.022852	4.052211	2.854677	4.831629	1	-9095
8	800	1000	1	6	80	0.01	0	33.622478	57.660036	58.127460	41.781651	32.668396	21.193635	11.950422	168.281173	206.249037	158.554669	100.385636	96.228537	79.402125	4.017219	0.875292	0.875881	1	-4095
8	800	1000	1	5	88	0.01	0	43.287101	66.128461	49.920677	37.145470	18.733235	14.081928	11.299325	157.132966	114.043111	96.799262	151.202092	33.297394	23.448723	2.677932	0.733509	2.552858	1	-4859
8	800	1000	1	6	64	0.01	0	83.773713	161.030571	123.543646	111.205040	97.029817	93.555173	92.630400	1920.916621	609.420779	341.624873	761.001205	685.791886	536.716013	2.190130	1.548274	4.221870	1	-3378
8	800	1000	1	9	57	0.01	0	64.077316	95.794083	34.970041	17.989882	8.102097	7.526127	6.851330	218.089691	444.817084	118.124883	89.401310	7.682039	9.284096	4.742192	2.510486	1.691916	1	-7271
8	800	1000	1	9	70	0.01	0	20.441708	35.827657	26.702472	25.106156	21.474413	17.027094	10.156765	110.381446	66.081498	19.637574	33.786152	37.043514	57.267283	1.296026	0.342058	1.497177	1	-3450
8	800	1000	1	5	51	0.01	0	68.328170	105.031948	42.891563	38.965022	11.672115	11.729281	11.773527	246.343003	452.978328	40.362392	270.867093	8.138777	12.915618	3.618394	1.609342	4.335856	1	-9190
8	800	1000	1	7	99	0.01	0	19.306756	28.007931	18.365503	21.011112	16.417938	12.578679	9.964524	58.210018	68.738326	18.316952	32.981130	29.832788	21.871163	2.259667	1.036634	1.334986	1	-3338
8	800	1000	1	5	73	0.01	0	75.056422	121.801351	65.735563	30.415250	12.749607	13.002780	11.869960	321.029549	422.575358	269.155252	152.787783	7.314503	14.322686	1.501794	2.278164	3.135289	1	-9670
8	800	1000	1	5	77	0.01	0	46.506984	75.031964	64.091723	52.240220	38.408853	24.352073	16.616827	202.464197	80.993319	92.952324	122.973705	114.091887	57.791889	2.150951	1.144963	1.325922	1	-4703
8	800	1000	1	8	87	0.01	0	24.698001	39.337303	29.792762	21.663445	16.498269	13.943088	13.444717	98.248092	67.282458	62.933499	45.087675	21.173053	6.683439	0.321918	1.863613	0.939879	1	-3260
8	800	1000	1	7	54	0.01	0	37.480535	51.157242	25.366470	35.664226	13.045865	13.528496	11.231418	82.843865	153.988446	68.664833	177.185188	6.111813	25.622874	4.042640	0.862813	3.220573	1	-7823
8	800	1000	1	7	79	0.01	0	89.424623	165.460256	89.866490	68.074274	20.330717	13.003047	10.083048	569.068386	548.506074	199.572663	457.160315	78.604800	35.835839	2.570412	1.246388	1.299280	1	-7524
8	800	1000	1	6	90	0.01	0	28.729062	36.080248	30.050356	34.163119	27.867225	20.599967	15.196197	53.636687	46.718406	36.195938	51.552677	56.662946	42.715179	1.511963	1.663860	1.099734	1	-3397
8	800	1000	1	8	70	0.01	0	61.917190	104.014099	38.111965	24.825361	13.616483	13.328842	12.582757	300.024475	483.006058	103.911511	106.354404	16.076555	14.649087	3.129844	0.896533	4.726707	1	-6550
8	800	1000	1	5	51	0.01	0	75.109171	101.333825	29.632177	43.662581	20.296411	26.195588	13.030948	162.451011	506.349064	122.603233	200.810713	56.924155	117.071708	4.752361	2.523319	3.226203	1	-9361
8	800	1000	1	5	60	0.01	0	53.501025	81.671943	29.542250	21.997649	11.178474	8.246784	6.942034	196.435820	381.784117	46.551665	94.787593	31.119161	12.880145	2.346101	0.625181	1.965621	1	-5454
8	800	1000	1	7	72	0.01	0	35.381479	49.562696	33.324501	29.543235	19.856775	14.569062	11.892050	97.058416	116.700533	39.776931	76.496720	47.837891	22.364257	0.889874	1.033094	3.139958	1	-4935
8	800	1000	1	7	54	0.01	0	54.057407	80.792966	43.367985	40.822095	12.600477	12.993920	11.679257	158.721662	244.277508	33.456377	276.956014	3.903732	21.249044	3.610169	0.831394	4.869259	1	-9797
8	800	1000	1	6	83	0.01	0	35.147762	53.777264	80.170277	56.656765	36.230846	17.625760	12.353460	123.117296	431.222847	238.759608	188.841423	171.997296	46.257752	0.325208	1.739177	0.526093	1	-6361
8	800	1000	1	8	97	0.01	0	47.352381	77.273992	64.173110	49.218396	33.204117	20.016006	15.340677	207.116699	93.702842	111.570036	138.952128	103.693940	37.223156	1.594360	2.305954	1.452544	1	-5724
8	800	1000	1	5	99	0.01	0	50.773529	68.336459	80.439838	62.234225	37.711829	18.003092	11.784803	129.014962	355.602611	257.919371	231.459276	159.482810	54.305718	2.453471	2.044691	1.778024	1	-6114
8	800	1000	1	5	53	0.01	0	77.938104	117.058477	41.334706	50.644484	16.859564	15.133899	11.018529	276.508824	549.379819	105.545928	316.416211	23.706484	44.535775	3.058065	1.950523	3.786935	1	-8970
8	800	1000	1	8	73	0.01	0	38.924746	62.007781	39.268788	45.850399	18.917685	13.089751	11.469004	160.476479	163.622150	45.899872	203.465918	40.483692	12.493033	1.974493	0.752538	0.817789	1	-6597
8	800	1000	1	7	64	0.01	0	59.738602	94.447634	62.141927	38.142990	11.906743	8.558919	5.688584	242.572272	236.451750	187.753471	199.287787	31.055332	30.251982	4.388678	2.328169	0.711768	1	-5905
8	800	1000	1	5	97	0.01	0	7.902346	13.055467	18.791678	23.688367	18.657411	16.252399	14.961259	53.068856	37.407878	39.816303	37.079156	26.384056	9.006799	0.705341	0.915030	3.427534	1	-3462
8	800	1000	1	7	56	0.01	0	94.681620	49.428524	33.890515	16.762292	13.986119	14.510265	13.278181	391.658263	140.272482	190.078148	36.813552	7.135359	20.122422	0.809122	2.780865	4.932569	1	-7041
8	800	1000	1	5	66	0.01	0	61.439218	117.061582	82.601852	48.066457	23.533109	18.100346	11.971788	446.286270	247.843109	272.082333	259.452198	75.506963	59.764387	4.939436	1.098764	4.404935	1	-4469
8	800	1000	1	5	80	0.01	0	70.271597	102.641222	39.080323	28.550518	15.219754	11.704598	9.174141	224.153175	461.175592	77.025160	112.365370	36.510042	26.536889	2.658940	0.552696	2.489959	1	-7109
8	800	1000	1	8	84	0.01	0	41.281887	55.255137	38.062041	35.367807	21.019438	18.892779	14.621743	90.246085	125.412092	53.907227	118.011642	15.101376	37.133764	1.614548	0.802454	3.596591	1	-7170
8	800	1000	1	9	79	0.01	0	32.412143	49.467517	35.462395	32.585152	22.121831	16.398312	12.386611	121.808731	101.376996	30.309987	82.046599	47.996187	31.809316	3.465264	0.752626	2.415799	1	-3468
8	800	1000	1	6	59	0.01	0	53.926858	46.536133	42.074272	58.780974	45.473412	27.932273	24.894860	228.649317	167.628697	148.590588	133.810937	149.199483	42.508135	4.216108	2.864147	4.590884	1	-3552
8	800	1000	1	9	81	0.01	0	32.457050	54.098297	42.846152	30.794715	23.893359	21.800876	19.894406	156.843655	88.265306	98.227662	69.058649	20.481867	18.820652	0.868490	2.885742	2.661214	1	-5447
8	800	1000	1	6	57	0.01	0	24.513152	43.722428	27.416366	20.604438	11.871186	10.501033	9.197499	145.253528	132.518147	54.027179	89.214788	28.961294	15.754252	3.516407	0.407550	3.392651	1	-7894
8	800	1000	1	8	70	0.01	0	57.503800	92.462798	63.281630	33.097750	18.635673	15.031172	12.644059	231.892563	203.610441	247.777067	130.439106	35.689559	28.067865	0.977056	2.401450	2.699667	1	-8790
8	800	1000	1	5	73	0.01	0	27.297058	44.667151	32.067107	29.922062	15.393939	9.937225	6.876203	119.900167	89.130025	59.973644	95.524374	38.639306	26.889982	2.603909	0.187973	3.553194	1	-5476
8	800	1000	1	5	70	0.01	0	20.523563	18.342960	19.569016	13.999291	13.211458	11.813866	11.110725	38.495747	14.710609	52.577834	13.578505	14.741722	5.257021	1.492822	1.066195	2.773553	1	-5235
8	800	1000	1	7	77	0.01	0	73.693930	97.453189	36.860986	38.261962	18.422157	23.427388	14.030772	151.147350	459.203938	34.741685	161.865812	65.033533	83.954086	1.904059	2.965661	4.878460	1	-8313
8	800	1000	1	7	50	0.01	0	77.972095	154.060171	109.644096	105.471936	98.816582	91.463632	85.621577	1587.818698	908.484893	318.437670	804.594142	808.056715	529.595536	4.122047	2.527213	4.472640	1	-3316
8	800	1000	1	5	92	0.01	0	84.467630	142.583171	98.098851	55.019847	20.401227	29.311838	12.743494	406.953841	697.447601	342.618426	321.777633	89.464241	149.012947	4.561995	1.840690	2.485015	1	-9707
8	800	1000	1	7	54	0.01	0	37.322344	33.987732	16.162510	26.442458	7.019562	7.610343	6.331694	54.892369	143.068288	100.842198	153.840741	5.639915	14.875179	2.538560	0.560662	2.062029	1	-9374
8	800	1000	1	9	70	0.01	0	65.072859	87.223480	72.111351	36.226194	14.214877	18.127306	9.876119	136.859462	508.454407	273.091989	198.793067	53.230367	90.814551	3.920914	1.600403	2.422117	1	-9783
8	800	1000	1	6	95	0.01	0	91.992445	143.483373	60.678675	69.404628	18.376752	11.138672	8.945942	361.271531	627.072680	89.279916	393.329369	74.276336	27.580703	4.784811	0.511011	1.655522	1	-9599
8	800	1000	1	7	62	0.01	0	57.274351	82.633792	32.745261	38.664375	27.035098	36.217483	13.643328	169.061194	373.303182	48.749740	145.676299	70.262232	165.283548	3.663256	2.271261	0.726875	1	-9449
8	800	1000	1	8	58	0.01	0	56.536356	81.418532	35.741719	25.261543	11.971954	11.883051	11.481558	161.553174	355.068939	62.259208	127.247909	7.659254	13.344337	2.328605	1.479772	4.231758	1	-6476
8	800	1000	1	8	53	0.01	0	30.896676	38.700664	29.630257	29.085367	13.255449	9.813030	6.524753	53.607668	66.774084	38.928708	116.606278	24.848490	30.775163	1.617838	2.124522	1.908078	1	-4384
8	800	1000	1	5	94	0.01	0	37.571423	68.716416	38.839249	25.617773	19.145598	17.545770	14.135117	292.771319	226.064789	110.335644	59.370192	16.156501	32.714909	1.339393	1.457292	0.852535	1	-8620
8	800	1000	1	7	75	0.01	0	36.109384	49.783852	52.019213	39.577828	22.300796	12.456736	10.172785	94.748088	245.175724	161.523838	157.906028	84.678652	17.386274	4.342769	1.045839	2.046373	1	-5240
8	800	1000	1	9	73	0.01	0	68.172522	126.164289	123.591670	130.778343	136.967255	125.812075	113.722641	682.537431	1802.226746	229.177034	463.890705	699.701865	620.089552	4.937193	2.592175	2.821482	1	-3491
8	800	1000	1	7	99	0.01	0	93.622619	165.802966	133.376081	76.135389	38.219941	18.796153	15.054808	562.748693	249.133727	493.718016	354.958033	189.916653	50.395252	4.155544	1.429945	3.809458	1	-6393
8	800	1000	1	5	63	0.01	0	36.242819	65.658963	42.282736	21.485645	14.548674	9.646152	8.009101	239.228713	175.886820	154.982767	62.359004	42.888791	14.759649	0.338816	1.331086	1.218528	1	-8056
8	800	1000	1	8	94	0.01	0	100.160496	168.974230	93.401116	58.242231	27.011315	15.597900	10.920971	513.096310	551.123865	289.933010	267.618399	110.693688	52.369418	0.651057	2.319849	1.176778	1	-8243
8	800	1000	1	6	72	0.01	0	45.292493	24.775835	20.382192	22.414233	12.840822	8.929169	9.452848	158.398098	45.851666	139.204994	81.213971	51.259577	21.533055	1.387844	0.666866	0.855007	1	-4779
8	800	1000	1	5	80	0.01	0	45.541579	67.771094	46.827816	50.649954	24.316446	13.740161	10.579179	145.860065	145.003352	37.152258	200.468807	71.581862	23.389188	0.483572	2.137089	0.813257	1	-7354
8	800	1000	1	5	53	0.01	0	41.900579	63.794672	29.105715	16.809661	11.051999	9.016029	7.178565	155.641073	253.760138	95.497027	48.120107	16.487473	19.565851	0.810617	0.781301	2.499161	1	-4380
8	800	1000	1	7	64	0.01	0	89.013446	124.355735	120.778278	121.293849	111.517727	98.948681	91.728606	2467.428094	174.948077	479.109324	938.425272	806.663531	598.745050	3.205063	1.249132	2.718757	1	-3811
8	800	1000	1	9	99	0.01	0	87.586617	160.737776	132.823856	86.826286	43.426433	28.063623	21.337430	838.694142	263.233578	395.714132	454.456277	149.302247	68.822684	3.905213	1.796970	4.815287	1	-6009
8	800	1000	1	5	52	0.01	0	33.889879	48.400999	25.017606	20.449065	10.337732	8.246775	5.743380	95.089889	168.194989	50.030748	71.226726	16.271242	22.445132	0.979150	0.653679	1.342402	1	-4957
8	800	1000	1	5	79	0.01	0	19.797401	26.864527	22.430140	16.121219	13.211520	12.697886	12.102554	39.818379	36.906462	52.272876	24.877089	14.103628	18.229132	0.242811	2.850517	3.879086	1	-4225
8	800	1000	1	6	95	0.01	0	23.892282	27.924810	23.929603	28.643080	22.594695	16.379659	12.148827	33.556379	32.784139	38.479318	47.732583	49.844023	32.234018	3.807263	1.494729	2.090594	1	-3049
8	800	1000	1	9	82	0.01	0	60.671434	103.787833	119.923538	112.191947	112.175754	116.920253	103.182238	516.422817	2295.611626	196.484151	356.502048	427.900614	648.333876	3.077355	1.394720	2.455214	1	-3762
8	800	1000	1	5	81	0.01	0	73.631835	140.767203	62.060466	58.064334	35.051760	49.102936	18.910040	528.050849	605.029744	89.271244	223.779798	133.211205	239.102789	3.565157	2.020707	4.885327	1	-7218
8	800	1000	1	6	54	0.01	0	33.712993	29.063124	22.857132	13.420406	7.674640	5.603940	4.557547	56.118122	52.039700	76.895617	39.836953	13.976987	7.355466	1.498056	0.336570	1.502533	1	-7962
8	800	1000	1	7	91	0.01	0	45.879118	65.822359	81.982667	62.416105	38.343239	18.651691	11.730223	139.194998	385.238866	246.394536	250.520414	168.852132	57.593260	4.733518	2.010706	1.469573	1	-5235
8	800	1000	1	8	66	0.01	0	86.022511	115.720270	46.414887	63.556491	12.242349	12.453187	11.698704	198.407778	516.312813	142.168664	412.053039	15.651263	16.379780	4.577248	2.731745	4.181631	1	-9259
8	800	1000	1	8	57	0.01	0	51.129748	62.065694	24.333843	23.798650	12.311518	12.604438	10.430208	64.211678	281.305539	14.103682	89.244692	12.642660	31.705663	1.142149	2.001856	3.808908	1	-9979
8	800	1000	1	5	82	0.01	0	64.615327	94.904828	68.693264	41.805195	16.665247	8.629581	5.830378	177.930143	165.600852	228.007791	222.043666	79.804279	29.619755	2.126875	0.203549	2.527314	1	-8667
8	800	1000	1	5	94	0.01	0	17.641985	28.208827	19.313887	23.356075	17.935955	14.629514	12.647251	64.751124	63.047814	29.152038	41.258617	31.017362	21.573733	2.712925	1.678286	3.805200	1	-3328
8	800	1000	1	9	53	0.01	0	66.988827	102.856255	37.569239	26.146463	7.983110	8.180545	6.818487	242.643321	471.916486	83.799889	168.434407	8.920031	19.803940	3.375838	1.832371	2.123692	1	-6114
8	800	1000	1	9	70	0.01	0	62.269714	76.621986	33.146804	41.510828	14.423055	12.033340	10.357552	98.351593	338.588042	75.828416	198.668082	23.354888	16.799681	3.558278	1.721918	3.333598	1	-8335
8	800	1000	1	7	60	0.01	0	39.165264	69.535660	31.927444	21.463687	12.661858	12.976366	11.593168	210.253925	272.035667	93.645688	80.032812	6.240157	16.647879	1.992438	1.026545	3.354198	1	-7890
8	800	1000	1	6	80	0.01	0	39.624382	61.288773	47.139599	37.264110	17.536329	10.561964	7.966334	149.451604	99.124004	125.075077	133.190473	51.247798	24.666622	2.277462	0.144163	2.518662	1	-6037
8	800	1000	1	6	55	0.01	0	36.491203	32.402978	27.992443	17.254195	10.137549	10.551131	10.170877	53.691864	41.829557	76.224176	69.670570	6.446114	12.984978	1.273745	2.330735	3.388668	1	-8643
8	800	1000	1	5	86	0.01	0	31.901039	51.234911	42.465997	36.240878	20.215912	13.170260	9.457382	138.840338	59.858216	100.535619	111.031321	46.864323	35.343457	2.530186	0.163811	3.863567	1	-5842
8	800	1000	1	7	87	0.01	0	81.999228	152.348458	147.419501	160.685977	169.347673	152.015410	136.897524	681.420837	2016.491913	294.971381	535.676044	966.947079	742.605390	3.860649	2.581378	3.945143	1	-3936
8	800	1000	1	5	58	0.01	0	22.467623	29.590896	22.675502	11.476848	8.064900	7.489083	4.908832	52.388810	58.803549	100.090918	12.429457	5.011736	21.301750	0.593634	1.133546	1.134068	1	-9282
8	800	1000	1	6	73	0.01	0	61.647205	96.003210	71.179554	43.269447	16.461492	14.819160	10.834555	247.998705	189.665638	231.230240	205.810041	23.828226	41.253798	4.438923	2.001590	2.712577	1	-5721
8	800	1000	1	8	64	0.01	0	45.351317	61.337660	48.408621	35.348142	18.441230	11.771677	8.413141	107.842001	90.513780	136.977646	120.180907	51.053418	37.617763	1.174749	2.806796	2.439970	1	-4697
8	800	1000	1	6	65	0.01	0	32.083103	62.466030	28.877520	27.382423	9.584975	9.602857	7.937269	251.158293	261.778520	22.759238	151.053592	4.899321	19.612045	3.749840	0.384982	3.082415	1	-8245
8	800	1000	1	9	66	0.01	0	43.135088	60.171963	38.727772	34.429328	11.584802	9.162199	5.863702	162.344199	182.389120	42.613658	204.812114	24.334059	47.992237	1.995727	0.251518	2.494491	1	-8947
8	800	1000	1	8	54	0.01	0	32.609829	28.644451	18.467860	25.671456	9.317741	9.172303	8.645309	56.440494	88.629247	75.798785	138.010726	3.879547	7.435301	2.457659	0.856883	2.807611	1	-7653
8	800	1000	1	9	74	0.01	0	22.245483	34.172788	43.541338	29.048909	25.285361	22.948225	20.647153	76.038243	112.653050	110.790620	37.413254	27.566496	19.166256	1.490579	2.707938	4.432402	1	-6025
8	800	1000	1	5	90	0.01	0	35.954432	59.544259	48.035249	37.297216	29.016332	24.580821	21.336220	168.829789	86.093334	80.953899	75.150416	42.580252	27.369698	2.031617	1.275329	3.781854	1	-3461
8	800	1000	1	9	72	0.01	0	16.993220	26.606647	18.328529	13.158414	9.407643	9.161726	8.172949	110.528538	77.519603	56.975284	31.704328	3.911720	11.962158	1.084277	1.617750	1.623386	1	-3237
8	800	1000	1	5	81	0.01	0	120.794282	215.905764	76.903641	88.847756	17.058678	14.742947	10.519147	727.393647	1049.819398	160.408479	675.406977	41.324293	49.664539	3.972356	2.434727	0.550951	1	-8757
8	800	1000	1	9	67	0.01	0	79.033381	126.865214	131.596642	128.189279	110.065955	103.304901	102.652874	713.103493	2129.566059	204.111426	778.355119	811.160066	572.144509	1.438838	1.293915	2.160909	1	-3997
8	800	1000	1	5	62	0.01	0	53.941188	82.487655	34.538075	23.641021	13.062493	8.920788	7.833186	198.823139	350.501185	82.259336	84.366838	42.958337	9.971442	2.324567	0.729792	2.493118	1	-5629
8	800	1000	1	6	81	0.01	0	72.927427	98.076553	54.302889	39.360420	29.293406	39.676566	18.733753	158.498869	427.421171	173.815529	115.534565	89.290403	178.770657	1.519141	2.986282	4.931059	1	-9102
8	800	1000	1	7	98	0.01	0	33.587163	52.168445	44.211599	37.589109	28.631431	22.863175	15.839264	131.502699	57.315099	52.726729	74.439700	46.404867	55.959157	3.169622	0.436402	1.381817	1	-4204
8	800	1000	1	5	87	0.01	0	62.361979	83.379813	31.100752	36.800578	12.723206	8.708448	5.389592	125.584395	371.143224	50.205420	168.524966	30.621444	30.358015	3.405448	0.223374	3.212470	1	-9507
8	800	1000	1	8	94	0.01	0	37.919809	64.715896	55.807380	54.247456	43.048264	36.605493	29.482900	201.098451	74.652962	31.267127	119.881467	54.270978	60.718280	2.221982	2.980529	1.250114	1	-3129
8	800	1000	1	5	74	0.01	0	16.392087	30.816283	22.299278	18.494320	14.811616	11.795579	9.826981	100.847095	96.782179	57.925295	29.671446	26.912144	18.341905	1.442128	0.694125	1.132420	1	-3368
8	800	1000	1	7	97	0.01	0	95.695880	160.964688	79.162980	61.727660	15.714973	14.833531	12.206647	452.781450	609.368374	147.944168	381.436541	16.102109	38.474198	4.172292	1.701474	3.468734	1	-9541
8	800	1000	1	8	64	0.01	0	60.846849	82.922105	48.236495	24.629324	16.131361	20.757828	14.520042	142.695296	279.887654	179.376884	93.504177	49.058988	71.705160	0.820637	1.124607	4.594180	1	-9154
8	800	1000	1	8	89	0.01	0	119.498732	173.737604	166.892017	165.361767	144.715821	128.974603	118.945289	3544.103921	264.062326	783.552412	1429.428946	1063.490361	789.384649	3.408737	1.145140	3.563631	1	-5370
8	800	1000	1	6	77	0.01	0	91.325847	157.251841	71.187841	45.964816	19.795649	19.214818	8.845630	489.100340	623.073574	216.032585	235.722427	56.279142	93.854813	2.619462	2.657491	1.167852	1	-7363
8	800	1000	1	7	74	0.01	0	99.226806	142.729645	136.531439	136.802992	123.908163	109.638834	101.651538	2809.731375	221.075735	545.044849	1164.889893	921.256867	650.106837	4.906986	1.064513	2.930937	1	-4368
8	800	1000	1	6	93	0.01	0	38.799108	64.285838	85.977055	58.205228	38.844856	22.200941	16.607214	178.075308	322.384934	215.798110	179.117586	143.278009	54.901850	3.412626	0.363387	0.655324	1	-5254
8	800	1000	1	6	66	0.01	0	47.905428	85.401255	48.300044	18.808978	10.713934	12.556937	8.785115	322.559922	271.805065	239.125296	68.041532	16.070330	34.769166	0.277804	1.872198	1.534806	1	-9116
8	800	1000	1	7	60	0.01	0	27.069057	42.196598	48.927291	33.609571	17.152142	9.734879	7.148403	99.951182	231.914512	163.022848	160.364336	62.040226	27.331526	3.443132	2.489334	1.613498	1	-4222
8	800	1000	1	7	77	0.01	0	41.836161	65.623760	31.448199	22.553423	12.539287	11.398685	10.598856	158.596252	247.012930	69.432184	99.695045	15.460100	13.390175	2.370775	0.377371	3.598376	1	-7987
8	800	1000	1	8	88	0.01	0	31.915974	43.737789	33.003684	37.223764	30.059615	22.727073	14.001644	76.731764	76.512651	35.159306	57.873242	57.031715	67.492913	2.682269	2.868130	1.785989	1	-4735
8	800	1000	1	7	63	0.01	0	29.007212	54.227844	23.361819	20.035814	14.481663	14.228573	12.487919	191.859845	246.488310	29.500783	44.968195	18.403987	18.730389	2.926917	0.797232	4.087695	1	-7086
8	800	1000	1	8	77	0.01	0	46.588055	60.338498	22.740705	26.144239	13.117861	12.262256	10.251380	76.251106	262.015434	22.314656	97.902365	13.288101	28.730560	2.643986	0.481008	3.492218	1	-9464
8	800	1000	1	7	81	0.01	0	64.772069	105.841072	71.175240	39.493404	15.259253	11.812375	9.793651	294.461984	253.088922	243.030947	186.905383	35.295467	23.485436	2.889682	0.895914	2.240974	1	-6648
8	800	1000	1	7	91	0.01	0	53.488676	84.155721	46.361756	41.567270	19.700380	14.288921	11.894312	207.047309	276.244740	90.855073	146.268994	48.111061	28.528643	0.469066	2.380297	3.798471	1	-9470
8	800	1000	1	5	57	0.01	0	89.037927	167.688970	64.302414	70.587578	20.417643	12.722954	10.835085	629.708087	773.469372	101.509824	559.282284	67.905912	30.947240	3.711258	2.877334	3.508423	1	-9511
8	800	1000	1	9	98	0.01	0	82.431258	146.577523	168.700172	173.551775	164.869507	152.225395	143.188259	539.435984	2781.689631	288.750406	717.535893	858.640993	697.541952	4.227622	1.357991	3.956130	1	-4395
8	800	1000	1	5	85	0.01	0	56.605836	109.568573	80.453072	43.464076	19.238874	14.141123	12.090168	590.961628	286.755770	350.118218	221.839184	53.470614	30.809836	2.547981	1.149123	2.172308	1	-5640
8	800	1000	1	9	68	0.01	0	47.756271	74.133598	35.132001	30.119930	15.957667	12.196924	9.920010	178.266587	281.679347	60.551927	99.977980	36.190923	23.873669	0.160115	1.336131	3.268365	1	-7411
8	800	1000	1	8	97	0.01	0	96.683810	168.871499	99.165910	72.079844	25.500018	14.205128	12.141651	543.894147	528.822390	259.567243	420.836482	106.677519	26.128505	4.965905	0.356484	0.953200	1	-7301
8	800	1000	1	7	50	0.01	0	26.854870	12.639065	12.257283	14.871030	13.012244	11.959075	10.336125	119.281766	37.524907	38.578563	17.494881	14.428199	20.011240	0.432279	0.672442	2.816263	1	-3434
8	800	1000	1	9	61	0.01	0	50.239894	35.839375	17.224120	13.727052	11.151603	10.811905	9.745412	104.911946	149.384445	41.940642	22.029202	11.878731	11.099429	0.827366	2.808832	3.358592	1	-6176
8	800	1000	1	6	82	0.01	0	21.421137	34.688065	28.637705	23.376827	17.554144	14.368167	12.291730	91.560088	92.801541	61.116251	61.761929	23.573226	16.863225	0.697415	0.841838	0.888928	1	-4327
8	800	1000	1	6	77	0.01	0	35.492518	56.725895	43.894097	33.375306	27.067170	26.891326	24.528670	132.430325	88.157927	84.309090	62.769775	7.563326	27.228436	0.302777	1.262584	3.734474	1	-6333
8	800	1000	1	8	61	0.01	0	78.716167	131.208259	43.242523	54.082098	26.972901	34.139164	14.726298	374.967269	654.028362	117.853998	271.993248	52.313840	156.452872	3.086477	1.267364	4.089480	1	-9720
8	800	1000	1	6	72	0.01	0	76.778782	144.985601	78.295090	51.154777	21.810506	17.035837	14.607829	512.149925	490.877864	219.227656	276.917550	50.888864	33.337637	2.657146	2.338169	4.736732	1	-6453
